Unnamed: 0,Time_x,LapNumber,PitOutTime,PitInTime,SpeedFL,SpeedST,TyreLife,LapStartTime,TrackStatus,Position,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeStamp_y,Name,CircuitLength,Number of Laps,Slick,Wet,Inter,LapTime_sec,GapToLeader,GapToAhead,GapToBehind,status_1,status_2,status_4,status_6,status_12,status_14,status_16,status_21,status_24,status_26,status_41,status_67,status_71,status_124,status_126,status_167,status_671,status_712,status_6712,Driver_idx,Team_idx
2920,0 days 01:42:19.416000,29.0,NO_PIT,NO_PIT,267.0,299.0,14.0,0 days 01:40:46.207000,1,17.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.209,50.19399999999996,3.177999999999884,2.130999999999858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2921,0 days 01:43:52.570000,30.0,NO_PIT,NO_PIT,266.0,298.0,15.0,0 days 01:42:19.416000,1,17.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.154,50.28899999999976,3.407000000000153,1.6730000000002292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2922,0 days 01:45:25.655000,31.0,NO_PIT,NO_PIT,266.0,297.0,16.0,0 days 01:43:52.570000,1,17.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.085,47.91800000000012,3.367000000000189,1.211999999999989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2923,0 days 01:46:58.567000,32.0,NO_PIT,NO_PIT,266.0,298.0,17.0,0 days 01:45:25.655000,1,16.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.912,47.16899999999987,3.543999999999869,0.9819999999999708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2924,0 days 01:48:33.704000,33.0,NO_PIT,NO_PIT,267.0,298.0,18.0,0 days 01:46:58.567000,1,16.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,95.137,50.49200000000019,1.6460000000001855,0.5180000000000291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2925,0 days 01:50:07.005000,34.0,NO_PIT,NO_PIT,265.0,298.0,19.0,0 days 01:48:33.704000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.301,52.01099999999997,2.5090000000000146,0.6570000000001528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2926,0 days 01:51:40.235000,35.0,NO_PIT,NO_PIT,266.0,295.0,20.0,0 days 01:50:07.005000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.23,53.23100000000022,3.438999999999851,0.6390000000001237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2927,0 days 01:53:13.401000,36.0,NO_PIT,NO_PIT,265.0,297.0,21.0,0 days 01:51:40.235000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.166,54.63900000000013,4.425999999999931,0.6970000000001164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2928,0 days 01:54:46.348000,37.0,NO_PIT,NO_PIT,265.0,296.0,22.0,0 days 01:53:13.401000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.947,55.84699999999975,5.018999999999778,0.9370000000003528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2929,0 days 01:56:19.437000,38.0,NO_PIT,NO_PIT,265.0,297.0,23.0,0 days 01:54:46.348000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.089,57.14800000000014,5.850000000000364,0.69399999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2930,0 days 01:57:52.577000,39.0,NO_PIT,NO_PIT,266.0,297.0,24.0,0 days 01:56:19.437000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.14,58.509000000000015,6.613000000000284,0.6069999999999709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2931,0 days 01:59:25.828000,40.0,NO_PIT,NO_PIT,266.0,297.0,25.0,0 days 01:57:52.577000,1,14.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.251,60.24699999999984,7.416999999999916,0.6550000000002001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2932,0 days 02:00:59.101000,41.0,NO_PIT,NO_PIT,267.0,296.0,26.0,0 days 01:59:25.828000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,93.273,61.940000000000055,8.56100000000015,1.3350000000000364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2933,0 days 02:02:32.281000,42.0,NO_PIT,NO_PIT,266.0,296.0,27.0,0 days 02:00:59.101000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,93.18,63.65200000000005,9.66399999999976,1.0920000000000982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2934,0 days 02:04:05.187000,43.0,NO_PIT,NO_PIT,266.0,296.0,28.0,0 days 02:02:32.281000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.906,65.11700000000019,10.546000000000276,1.0429999999996653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2935,0 days 02:05:38.161000,44.0,NO_PIT,NO_PIT,266.0,295.0,29.0,0 days 02:04:05.187000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.974,66.48999999999978,11.58600000000024,0.8010000000003856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2936,0 days 02:07:11.174000,45.0,NO_PIT,NO_PIT,267.0,296.0,30.0,0 days 02:05:38.161000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,93.013,67.89899999999943,12.58600000000024,0.7020000000002256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2937,0 days 02:08:43.917000,46.0,NO_PIT,NO_PIT,267.0,296.0,31.0,0 days 02:07:11.174000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.743,69.17500000000018,13.279000000000453,0.9780000000000656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2938,0 days 02:10:16.602000,47.0,NO_PIT,NO_PIT,267.0,298.0,32.0,0 days 02:08:43.917000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.685,70.48300000000017,13.747999999999593,1.0700000000006185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2939,0 days 02:11:49.411000,48.0,NO_PIT,NO_PIT,267.0,297.0,33.0,0 days 02:10:16.602000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.809,71.9340000000002,14.53399999999965,0.4340000000001964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2940,0 days 02:13:22.457000,49.0,NO_PIT,NO_PIT,267.0,291.0,34.0,0 days 02:11:49.411000,1,14.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,93.046,73.70499999999993,15.493000000000391,0.3469999999997526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2941,0 days 02:14:56.328000,50.0,NO_PIT,NO_PIT,268.0,297.0,35.0,0 days 02:13:22.457000,1,15.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,93.871,76.21200000000044,2.324000000000524,0.7759999999998399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2942,0 days 02:16:29.268000,51.0,NO_PIT,NO_PIT,267.0,297.0,36.0,0 days 02:14:56.328000,1,15.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.94,77.96699999999964,4.019999999999527,0.8249999999998181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2943,0 days 02:18:02.244000,52.0,NO_PIT,NO_PIT,268.0,300.0,37.0,0 days 02:16:29.268000,1,15.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.976,79.90200000000004,5.463000000000648,0.7989999999999782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2944,0 days 02:19:35.204000,53.0,NO_PIT,NO_PIT,266.0,301.0,38.0,0 days 02:18:02.244000,1,15.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,92.96,81.3140000000003,7.1850000000004,0.6430000000000291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2945,0 days 00:57:43.389000,1.0,NO_PIT,NO_PIT,263.0,283.0,1.0,0 days 00:56:06.651000,1,3.0,14.6,76.0,1009.9,False,22.5,324,1.1,0 days 00:00:25.703000,Suzuka,5.807,53,2.0,0.0,0.0,96.482,1.757000000000005,0.7210000000000036,0.8889999999999958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2946,0 days 00:59:17.473000,2.0,NO_PIT,NO_PIT,266.0,289.0,2.0,0 days 00:57:43.389000,1,3.0,14.6,76.0,1009.9,False,22.5,324,1.1,0 days 00:00:25.703000,Suzuka,5.807,53,2.0,0.0,0.0,94.084,1.897999999999996,0.8580000000000041,0.9259999999999876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2947,0 days 01:00:51.515000,3.0,NO_PIT,NO_PIT,266.0,288.0,3.0,0 days 00:59:17.473000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,94.042,2.300999999999988,1.11099999999999,1.0129999999999768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2948,0 days 01:02:25.214000,4.0,NO_PIT,NO_PIT,269.0,291.0,4.0,0 days 01:00:51.515000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.699,2.2560000000000286,0.9720000000000368,1.2679999999999725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2949,0 days 01:03:59.181000,5.0,NO_PIT,NO_PIT,268.0,291.0,5.0,0 days 01:02:25.214000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.967,2.4470000000000027,0.9920000000000186,1.1789999999999736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2950,0 days 01:05:33.012000,6.0,NO_PIT,NO_PIT,268.0,294.0,6.0,0 days 01:03:59.181000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.831,2.632000000000062,0.8870000000000573,1.2269999999999754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2951,0 days 01:07:06.861000,7.0,NO_PIT,NO_PIT,268.0,294.0,7.0,0 days 01:05:33.012000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.849,2.9549999999999272,0.91599999999994,1.275000000000091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2952,0 days 01:08:40.633000,8.0,NO_PIT,NO_PIT,268.0,292.0,8.0,0 days 01:07:06.861000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.772,3.191000000000031,1.1000000000000227,1.2899999999999636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2953,0 days 01:10:14.223000,9.0,NO_PIT,NO_PIT,264.0,294.0,9.0,0 days 01:08:40.633000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.59,3.2520000000000664,1.1779999999999973,1.7549999999999957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2954,0 days 01:11:48.398000,10.0,NO_PIT,NO_PIT,264.0,293.0,10.0,0 days 01:10:14.223000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,94.175,3.871999999999957,1.705000000000041,1.407000000000039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2955,0 days 01:13:21.877000,11.0,NO_PIT,NO_PIT,265.0,298.0,11.0,0 days 01:11:48.398000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.479,3.8530000000000655,1.610000000000127,1.5919999999998709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2956,0 days 01:14:55.211000,12.0,NO_PIT,NO_PIT,265.0,300.0,12.0,0 days 01:13:21.877000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.334,3.5440000000000964,1.4790000000000418,2.0349999999998545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2957,0 days 01:16:28.464000,13.0,NO_PIT,NO_PIT,265.0,301.0,13.0,0 days 01:14:55.211000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.253,3.1569999999999254,1.2660000000000764,2.1949999999999363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2958,0 days 01:18:02.024000,14.0,NO_PIT,NO_PIT,265.0,301.0,14.0,0 days 01:16:28.464000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.56,3.336999999999989,1.3129999999998745,2.33400000000006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2959,0 days 01:19:35.385000,15.0,NO_PIT,NO_PIT,265.0,300.0,15.0,0 days 01:18:02.024000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.361,3.3300000000001546,1.1639999999999873,2.4479999999998654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2960,0 days 01:21:08.957000,16.0,NO_PIT,NO_PIT,264.0,300.0,16.0,0 days 01:19:35.385000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.572,3.471000000000004,1.3350000000000364,2.54099999999994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2961,0 days 01:22:42.624000,17.0,NO_PIT,NO_PIT,264.0,301.0,17.0,0 days 01:21:08.957000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.667,3.596000000000004,1.6740000000002055,2.6829999999999927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2962,0 days 01:24:16.284000,18.0,NO_PIT,NO_PIT,265.0,300.0,18.0,0 days 01:22:42.624000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.66,3.90300000000002,2.0729999999998654,2.671000000000049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2963,0 days 01:25:49.719000,19.0,NO_PIT,NO_PIT,265.0,299.0,19.0,0 days 01:24:16.284000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,93.435,3.9800000000002456,2.520000000000209,2.780999999999949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2964,0 days 01:27:25.078000,20.0,NO_PIT,0 days 01:27:23.879000,265.0,299.0,20.0,0 days 01:25:49.719000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,2.0,0.0,0.0,95.359,6.275000000000091,4.759999999999991,1.0499999999999543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2965,0 days 01:29:18.113000,21.0,0 days 01:27:46.796000,NO_PIT,265.0,295.0,1.0,0 days 01:27:25.078000,1,9.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,113.035,24.090000000000146,1.9080000000001287,1.9959999999998672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2966,0 days 01:30:51.957000,22.0,NO_PIT,NO_PIT,266.0,290.0,2.0,0 days 01:29:18.113000,1,7.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.844,14.669000000000324,1.8079999999999927,0.875999999999749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2967,0 days 01:32:24.974000,23.0,NO_PIT,NO_PIT,267.0,298.0,3.0,0 days 01:30:51.957000,1,7.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,93.017,14.534000000000106,2.106000000000222,4.001999999999953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2968,0 days 01:33:57.360000,24.0,NO_PIT,NO_PIT,267.0,301.0,4.0,0 days 01:32:24.974000,1,6.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.386,13.864999999999782,1.775000000000091,0.0489999999999781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2969,0 days 01:35:29.759000,25.0,NO_PIT,NO_PIT,267.0,297.0,5.0,0 days 01:33:57.360000,1,6.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.399,13.166999999999916,1.9359999999996944,5.155999999999949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2970,0 days 01:37:02.199000,26.0,NO_PIT,NO_PIT,267.0,294.0,6.0,0 days 01:35:29.759000,1,5.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.44,12.480999999999767,1.8089999999997417,5.219000000000051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2971,0 days 01:38:34.634000,27.0,NO_PIT,NO_PIT,267.0,299.0,7.0,0 days 01:37:02.199000,1,5.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.435,11.56899999999996,1.9409999999998035,5.32300000000032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2972,0 days 01:40:06.776000,28.0,NO_PIT,NO_PIT,267.0,296.0,8.0,0 days 01:38:34.634000,1,5.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.142,10.514999999999873,1.999000000000251,5.480999999999767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2973,0 days 01:41:38.957000,29.0,NO_PIT,NO_PIT,268.0,300.0,9.0,0 days 01:40:06.776000,1,5.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.181,9.735000000000127,2.00400000000036,5.611999999999625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2974,0 days 01:43:11.004000,30.0,NO_PIT,NO_PIT,268.0,300.0,10.0,0 days 01:41:38.957000,1,5.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.047,8.722999999999956,1.1860000000001492,5.627999999999702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2975,0 days 01:44:43.005000,31.0,NO_PIT,NO_PIT,267.0,301.0,11.0,0 days 01:43:11.004000,1,4.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,92.001,5.268000000000029,2.186000000000149,5.639999999999873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2976,0 days 01:46:14.833000,32.0,NO_PIT,NO_PIT,268.0,302.0,12.0,0 days 01:44:43.005000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.828,3.434999999999945,2.103000000000065,5.836999999999989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2977,0 days 01:47:46.265000,33.0,NO_PIT,NO_PIT,268.0,301.0,13.0,0 days 01:46:14.833000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.432,3.0530000000003383,1.6290000000003602,6.17699999999968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2978,0 days 01:49:17.946000,34.0,NO_PIT,NO_PIT,268.0,301.0,14.0,0 days 01:47:46.265000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.681,2.9520000000002256,1.4090000000001055,6.629999999999654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2979,0 days 01:50:49.800000,35.0,NO_PIT,NO_PIT,269.0,301.0,15.0,0 days 01:49:17.946000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.854,2.7960000000002765,1.287000000000262,6.733000000000175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2980,0 days 01:52:21.415000,36.0,NO_PIT,NO_PIT,269.0,302.0,16.0,0 days 01:50:49.800000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.615,2.6529999999997926,1.2749999999996362,7.023000000000138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2981,0 days 01:53:53.031000,37.0,NO_PIT,NO_PIT,269.0,303.0,17.0,0 days 01:52:21.415000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.616,2.5299999999997453,1.1549999999997451,7.544000000000324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2982,0 days 01:55:24.793000,38.0,NO_PIT,NO_PIT,269.0,302.0,18.0,0 days 01:53:53.031000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.762,2.5039999999999054,1.2590000000000146,7.601000000000113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2983,0 days 01:56:56.424000,39.0,NO_PIT,NO_PIT,273.0,304.0,19.0,0 days 01:55:24.793000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.631,2.355999999999767,0.92699999999968,8.192000000000007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2984,0 days 01:58:27.899000,40.0,NO_PIT,NO_PIT,273.0,306.0,20.0,0 days 01:56:56.424000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.475,2.318000000000211,0.8160000000002583,8.529999999999745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2985,0 days 01:59:59.464000,41.0,NO_PIT,NO_PIT,273.0,304.0,21.0,0 days 01:58:27.899000,1,3.0,14.2,77.0,1009.5,False,20.9,223,1.1,0 days 01:00:26.049000,Suzuka,5.807,53,1.0,0.0,0.0,91.565,2.302999999999884,0.8599999999996726,8.865000000000236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2986,0 days 02:01:30.794000,42.0,NO_PIT,NO_PIT,274.0,305.0,22.0,0 days 01:59:59.464000,1,3.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,91.33,2.1650000000004184,0.7340000000003783,9.49599999999964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2987,0 days 02:03:02.214000,43.0,NO_PIT,NO_PIT,276.0,307.0,23.0,0 days 02:01:30.794000,1,3.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,91.42,2.143999999999778,0.5809999999996762,10.016000000000076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
2988,0 days 02:04:34.089000,44.0,NO_PIT,NO_PIT,271.0,297.0,24.0,0 days 02:03:02.214000,1,3.0,14.5,77.0,1008.9,False,19.4,0,1.6,0 days 02:00:26.330000,Suzuka,5.807,53,1.0,0.0,0.0,91.875,2.4179999999996653,1.0479999999997744,9.97900000000027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
